id,year,country,score,overall_rank,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption
144,2020,United Arab Emirates,6.791,21,1.431,1.251,0.7879999999999999,0.653,0.281,0.22
145,2020,United Kingdom,7.165,13,1.273,1.4580000000000002,0.976,0.525,0.373,0.32299999999999995
146,2020,United States,6.94,18,1.374,1.405,0.8320000000000001,0.535,0.298,0.152
147,2020,Uruguay,6.44,26,1.071,1.425,0.857,0.594,0.132,0.193
148,2020,Uzbekistan,6.257999999999999,38,0.6970000000000001,1.4340000000000002,0.7170000000000001,0.693,0.363,0.28
149,2020,Venezuela,5.053,99,0.77,1.349,0.767,0.272,0.087,0.064
150,2020,Vietnam,5.353,83,0.718,1.253,0.8190000000000001,0.6509999999999999,0.136,0.09
151,2020,Yemen,3.5269999999999997,146,0.39299999999999996,1.177,0.415,0.244,0.095,0.087
152,2020,Zambia,3.759,141,0.537,0.8959999999999999,0.364,0.491,0.251,0.087
153,2020,Zimbabwe,3.299,151,0.426,1.048,0.375,0.377,0.151,0.081
